can_close_early,close_time,created_time,early_close_condition,event_ticker,expected_expiration_time,expiration_time,expiration_value,floor_strike,fractional_trading_enabled,last_price_dollars,latest_expiration_time,liquidity_dollars,market_type,no_ask_dollars,no_bid_dollars,no_sub_title,notional_value_dollars,open_interest_fp,open_time,previous_price_dollars,previous_yes_ask_dollars,previous_yes_bid_dollars,price_level_structure,price_ranges,response_price_units,result,rules_primary,rules_secondary,settlement_timer_seconds,status,strike_type,tick_size,ticker,title,updated_time,volume_24h_fp,volume_fp,yes_ask_dollars,yes_ask_size_fp,yes_bid_dollars,yes_bid_size_fp,yes_sub_title,cap_strike,settlement_ts,settlement_value_dollars,category,parent_series,LINK,main_title,contract_terms_url,contract_url
True,2025-12-31T15:00:00Z,2024-11-05T14:38:27.252301Z,,KXWEALTHY-25,2025-12-31T15:00:00Z,2026-12-31T15:00:00Z,No,,False,0.01,2026-12-31T15:00:00Z,0,binary,1.0,0.0,Bernard Arnault & family,1,80905,2024-11-05T15:00:00Z,0.01,1.0,0.0,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,no,"If Bernard Arnault & family is the wealthiest person in the world on Dec 31, 2025, then the market resolves to Yes.",,3600,finalized,custom,1,KXWEALTHY-25-BA,Wealthiest person in the world at year-end?,2026-02-19T08:48:16.628714Z,0,101671,1.0,0,0.0,0,Bernard Arnault & family,,2026-01-01T00:42:46.352858Z,0.0,Economics,KXWEALTHY,https://kalshi.com/markets/kxwealthy/wealthiest-person-in-world/kxwealthy-25,Wealthiest person in world,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/WEALTHY.pdf,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/WEALTHY.pdf
True,2027-01-01T15:00:00Z,2026-01-02T21:45:31.236652Z,This market will close and expire early if the event occurs.,KXLLAMA5-27,2027-01-01T15:00:00Z,2027-01-01T15:00:00Z,,,False,0.19,2027-01-01T15:00:00Z,0,binary,0.59,0.56,Before 2027,1,27280,2026-01-03T15:00:00Z,0.42,0.46,0.41,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,,"If Meta releases Llama 5 before Jan 1, 2027, then the market resolves to Yes.","Release must be to the public, outside of a closed beta, though limiting it to a high-cost subscription tier is acceptable.",1800,active,,1,KXLLAMA5-27,Will Meta release A model called Llama 5 or greater before Jan 2027?,2026-02-19T08:48:16.628714Z,3641,56379,0.44,32,0.41,20,Before 2027,,,,Science and Technology,KXLLAMA5,https://kalshi.com/markets/kxesdeekid/timothe-chalamet-is-secretly-the-english-rapper-esdeekid/kxesdeekid-26,LLAMA%5,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/MODELRELEASE.pdf,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/MODELRELEASE.pdf
True,2026-01-01T04:59:00Z,2025-06-12T14:29:03.541101Z,"If this event occurs, the market will close the following 10am ET.",KXBOEINGCEOCHANGE-25,2026-01-01T15:00:00Z,2026-01-01T15:00:00Z,No,,False,0.01,2026-01-01T15:00:00Z,0,binary,1.0,0.0,CEO leaving,1,43428,2025-06-12T16:00:00Z,0.01,1.0,0.0,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,no,"If Kelly Ortberg is no longer CEO of Boeing by Dec 31, 2025, then the market resolves to Yes.",,3600,finalized,,1,KXBOEINGCEOCHANGE-25,New Boeing CEO in 2025?,2026-02-19T08:48:16.628714Z,0,75022,1.0,0,0.0,0,CEO leaving,,2026-01-01T10:05:06.290978Z,0.0,Transportation,KXBOEINGCEOCHANGE,https://kalshi.com/markets/kxboeingceochange/new-boeing-ceo/kxboeingceochange-25,New Boeing CEO,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/BOEINGCEOCHANGE.pdf,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/BOEINGCEOCHANGE.pdf
True,2026-01-01T04:59:00Z,2025-07-02T00:18:21.920999Z,This market will close and expire early if the event occurs.,KXDEPORTMAMDANI-25,2026-01-01T15:00:00Z,2026-01-08T15:00:00Z,No,,False,0.02,2026-01-08T15:00:00Z,0,binary,1.0,0.0,Before 2026,1,20637,2025-07-02T14:00:00Z,0.02,1.0,0.0,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,no,"If Zohran Mamdani is deported from the United States before Jan 1, 2026, then the market resolves to Yes.",,1800,finalized,,1,KXDEPORTMAMDANI-25,Will Zohran Mamdani be deported in 2025?,2026-02-19T08:48:16.628714Z,0,31150,1.0,0,0.0,0,Before 2026,,2026-01-01T10:05:05.382409Z,0.0,World,KXDEPORTMAMDANI,https://kalshi.com/markets/kxdeportmamdani/deport-mamdani/kxdeportmamdani-25,Deport Mamdani,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/DEPORTMAMDANI.pdf,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/DEPORTMAMDANI.pdf
True,2026-04-01T14:00:00Z,2025-12-16T18:46:40.91558Z,This market will close and expire early if the event occurs.,KXESDEEKID-26,2026-04-02T03:59:00Z,2027-04-01T14:00:00Z,No,,False,0.04,2027-04-01T14:00:00Z,0,binary,1.0,0.0,Before April 2026,1,13634,2025-12-16T19:15:00Z,0.04,1.0,0.0,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,no,"If Timothֳ©e Chalamet claims he is secretly the English rapper EsDeeKid before Apr 1, 2026, then the market resolves to Yes.",,1800,finalized,,1,KXESDEEKID-26,Will Timothֳ©e Chalamet claim he is secretly the English rapper EsDeeKid before Apr 2026?,2026-04-01T15:11:37.943875Z,0,47733,1.0,0,0.0,0,Before April 2026,,2026-04-01T15:11:37.873292Z,0.0,Politics,KXESDEEKID,https://kalshi.com/markets/kxesdeekid/timothe-chalamet-is-secretly-the-english-rapper-esdeekid/kxesdeekid-26,Timothée Chalamet is secretly the English rapper EsDeeKid,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/CLAIM.pdf,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/CLAIM.pdf
True,2026-04-02T02:54:59Z,2026-04-01T16:03:36.179239Z,This market will close and expire early if the price criterion is met.,KXBNBMINMON-BNB-26APR30,2026-05-01T03:59:59Z,2026-05-08T03:59:59Z,$597.10,,False,0.0,2026-05-08T03:59:59Z,0,binary,0.99,0.01,Below $600.00,1,0,2026-04-01T16:06:00Z,0.0,0.99,0.01,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,yes,"If the price of BNB after issuance and through 11:59 PM ET on Apr 30, 2026 is ever below $600.00, then the market resolves to Yes.","At each minute throughout the market duration, a settlement value is calculated using every minute-by-minute CF BNBUSD_RTI price for BNB. For each of these individual minute-by-minute checks, the top 20% and bottom 20% of the cumulative dataset are removed before calculating the average of the remaining values. If the trimmed mean associated with any single minute during the period is above the threshold, the market resolves to Yes. This methodology reduces the impact of extreme price spikes or drops. The measurement period runs from when the market is issued until the specified end time. If CF Benchmarks data is unavailable or incomplete at the expiration time, affected strikes resolve to No. For cryptocurrencies with multiple versions, the Exchange will specify which version or ticker is being tracked.",1800,finalized,less,1,KXBNBMINMON-BNB-26APR30-60000,"Will BNB trimmed mean be below $600.00 by 11:59 PM ET on Apr 30, 2026?",2026-04-02T03:26:07.980765Z,0,0,0.99,-647,0.01,-647,Below $600.00,600.0,2026-04-02T03:26:07.921034Z,1.0,Crypto,KXBNBMINMON,https://kalshi.com/markets/kxbnbminmon/bnb-min-monthly/kxbnbminmon-bnb-26apr30,BNB Min Monthly,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/CRYPTOMINMAXMONTHLY.pdf,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/CRYPTOMINMAXMONTHLY.pdf
True,2026-04-02T12:20:37Z,2026-04-01T16:03:36.179239Z,This market will close and expire early if the price criterion is met.,KXBNBMINMON-BNB-26APR30,2026-05-01T03:59:59Z,2026-05-08T03:59:59Z,$578.78,,False,0.0,2026-05-08T03:59:59Z,0,binary,0.98,0.01,Below $590.00,1,0,2026-04-01T16:06:00Z,0.0,0.99,0.02,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,yes,"If the price of BNB after issuance and through 11:59 PM ET on Apr 30, 2026 is ever below $590.00, then the market resolves to Yes.","At each minute throughout the market duration, a settlement value is calculated using every minute-by-minute CF BNBUSD_RTI price for BNB. For each of these individual minute-by-minute checks, the top 20% and bottom 20% of the cumulative dataset are removed before calculating the average of the remaining values. If the trimmed mean associated with any single minute during the period is above the threshold, the market resolves to Yes. This methodology reduces the impact of extreme price spikes or drops. The measurement period runs from when the market is issued until the specified end time. If CF Benchmarks data is unavailable or incomplete at the expiration time, affected strikes resolve to No. For cryptocurrencies with multiple versions, the Exchange will specify which version or ticker is being tracked.",1800,finalized,less,1,KXBNBMINMON-BNB-26APR30-59000,"Will BNB trimmed mean be below $590.00 by 11:59 PM ET on Apr 30, 2026?",2026-04-02T12:51:43.478947Z,0,0,0.99,-200,0.02,-1750,Below $590.00,590.0,2026-04-02T12:51:43.426525Z,1.0,Crypto,KXBNBMINMON,https://kalshi.com/markets/kxbnbminmon/bnb-min-monthly/kxbnbminmon-bnb-26apr30,BNB Min Monthly,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/CRYPTOMINMAXMONTHLY.pdf,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/CRYPTOMINMAXMONTHLY.pdf
True,2026-04-02T12:20:37Z,2026-04-01T16:03:36.179239Z,This market will close and expire early if the price criterion is met.,KXBNBMINMON-BNB-26APR30,2026-05-01T03:59:59Z,2026-05-08T03:59:59Z,$578.78,,False,0.0,2026-05-08T03:59:59Z,0,binary,0.99,0.01,Below $580.00,1,0,2026-04-01T16:06:00Z,0.0,0.99,0.01,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,yes,"If the price of BNB after issuance and through 11:59 PM ET on Apr 30, 2026 is ever below $580.00, then the market resolves to Yes.","At each minute throughout the market duration, a settlement value is calculated using every minute-by-minute CF BNBUSD_RTI price for BNB. For each of these individual minute-by-minute checks, the top 20% and bottom 20% of the cumulative dataset are removed before calculating the average of the remaining values. If the trimmed mean associated with any single minute during the period is above the threshold, the market resolves to Yes. This methodology reduces the impact of extreme price spikes or drops. The measurement period runs from when the market is issued until the specified end time. If CF Benchmarks data is unavailable or incomplete at the expiration time, affected strikes resolve to No. For cryptocurrencies with multiple versions, the Exchange will specify which version or ticker is being tracked.",1800,finalized,less,1,KXBNBMINMON-BNB-26APR30-58000,"Will BNB trimmed mean be below $580.00 by 11:59 PM ET on Apr 30, 2026?",2026-04-02T12:51:43.478947Z,0,0,0.99,-200,0.01,-200,Below $580.00,580.0,2026-04-02T12:51:43.42654Z,1.0,Crypto,KXBNBMINMON,https://kalshi.com/markets/kxbnbminmon/bnb-min-monthly/kxbnbminmon-bnb-26apr30,BNB Min Monthly,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/CRYPTOMINMAXMONTHLY.pdf,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/CRYPTOMINMAXMONTHLY.pdf
True,2026-05-01T03:59:59Z,2026-04-01T16:03:36.179239Z,This market will close and expire early if the price criterion is met.,KXBNBMINMON-BNB-26APR30,2026-05-01T03:59:59Z,2026-05-08T03:59:59Z,,,False,0.0,2026-05-08T03:59:59Z,0,binary,1.0,0.0,Below $570.00,1,0,2026-04-01T16:06:00Z,0.0,0.75,0.67,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,,"If the price of BNB after issuance and through 11:59 PM ET on Apr 30, 2026 is ever below $570.00, then the market resolves to Yes.","At each minute throughout the market duration, a settlement value is calculated using every minute-by-minute CF BNBUSD_RTI price for BNB. For each of these individual minute-by-minute checks, the top 20% and bottom 20% of the cumulative dataset are removed before calculating the average of the remaining values. If the trimmed mean associated with any single minute during the period is above the threshold, the market resolves to Yes. This methodology reduces the impact of extreme price spikes or drops. The measurement period runs from when the market is issued until the specified end time. If CF Benchmarks data is unavailable or incomplete at the expiration time, affected strikes resolve to No. For cryptocurrencies with multiple versions, the Exchange will specify which version or ticker is being tracked.",1800,active,less,1,KXBNBMINMON-BNB-26APR30-57000,"Will BNB trimmed mean be below $570.00 by 11:59 PM ET on Apr 30, 2026?",2026-04-01T16:06:00.914537Z,0,0,1.0,0,0.0,0,Below $570.00,570.0,,,Crypto,KXBNBMINMON,https://kalshi.com/markets/kxbnbminmon/bnb-min-monthly/kxbnbminmon-bnb-26apr30,BNB Min Monthly,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/CRYPTOMINMAXMONTHLY.pdf,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/CRYPTOMINMAXMONTHLY.pdf
True,2026-05-01T03:59:59Z,2026-04-01T16:03:36.179239Z,This market will close and expire early if the price criterion is met.,KXBNBMINMON-BNB-26APR30,2026-05-01T03:59:59Z,2026-05-08T03:59:59Z,,,False,0.0,2026-05-08T03:59:59Z,0,binary,1.0,0.0,Below $560.00,1,0,2026-04-01T16:06:00Z,0.0,0.66,0.57,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,,"If the price of BNB after issuance and through 11:59 PM ET on Apr 30, 2026 is ever below $560.00, then the market resolves to Yes.","At each minute throughout the market duration, a settlement value is calculated using every minute-by-minute CF BNBUSD_RTI price for BNB. For each of these individual minute-by-minute checks, the top 20% and bottom 20% of the cumulative dataset are removed before calculating the average of the remaining values. If the trimmed mean associated with any single minute during the period is above the threshold, the market resolves to Yes. This methodology reduces the impact of extreme price spikes or drops. The measurement period runs from when the market is issued until the specified end time. If CF Benchmarks data is unavailable or incomplete at the expiration time, affected strikes resolve to No. For cryptocurrencies with multiple versions, the Exchange will specify which version or ticker is being tracked.",1800,active,less,1,KXBNBMINMON-BNB-26APR30-56000,"Will BNB trimmed mean be below $560.00 by 11:59 PM ET on Apr 30, 2026?",2026-04-01T16:06:00.914537Z,0,0,1.0,0,0.0,0,Below $560.00,560.0,,,Crypto,KXBNBMINMON,https://kalshi.com/markets/kxbnbminmon/bnb-min-monthly/kxbnbminmon-bnb-26apr30,BNB Min Monthly,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/CRYPTOMINMAXMONTHLY.pdf,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/CRYPTOMINMAXMONTHLY.pdf
True,2026-05-01T03:59:59Z,2026-04-01T16:03:36.179239Z,This market will close and expire early if the price criterion is met.,KXBNBMINMON-BNB-26APR30,2026-05-01T03:59:59Z,2026-05-08T03:59:59Z,,,False,0.0,2026-05-08T03:59:59Z,0,binary,1.0,0.0,Below $550.00,1,0,2026-04-01T16:06:00Z,0.0,0.57,0.48,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,,"If the price of BNB after issuance and through 11:59 PM ET on Apr 30, 2026 is ever below $550.00, then the market resolves to Yes.","At each minute throughout the market duration, a settlement value is calculated using every minute-by-minute CF BNBUSD_RTI price for BNB. For each of these individual minute-by-minute checks, the top 20% and bottom 20% of the cumulative dataset are removed before calculating the average of the remaining values. If the trimmed mean associated with any single minute during the period is above the threshold, the market resolves to Yes. This methodology reduces the impact of extreme price spikes or drops. The measurement period runs from when the market is issued until the specified end time. If CF Benchmarks data is unavailable or incomplete at the expiration time, affected strikes resolve to No. For cryptocurrencies with multiple versions, the Exchange will specify which version or ticker is being tracked.",1800,active,less,1,KXBNBMINMON-BNB-26APR30-55000,"Will BNB trimmed mean be below $550.00 by 11:59 PM ET on Apr 30, 2026?",2026-04-01T16:06:00.914537Z,0,0,1.0,0,0.0,0,Below $550.00,550.0,,,Crypto,KXBNBMINMON,https://kalshi.com/markets/kxbnbminmon/bnb-min-monthly/kxbnbminmon-bnb-26apr30,BNB Min Monthly,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/CRYPTOMINMAXMONTHLY.pdf,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/CRYPTOMINMAXMONTHLY.pdf
True,2026-05-01T03:59:59Z,2026-04-01T16:03:36.179239Z,This market will close and expire early if the price criterion is met.,KXBNBMINMON-BNB-26APR30,2026-05-01T03:59:59Z,2026-05-08T03:59:59Z,,,False,0.0,2026-05-08T03:59:59Z,0,binary,0.97,0.0,Below $540.00,1,0,2026-04-01T16:06:00Z,0.0,0.49,0.4,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,,"If the price of BNB after issuance and through 11:59 PM ET on Apr 30, 2026 is ever below $540.00, then the market resolves to Yes.","At each minute throughout the market duration, a settlement value is calculated using every minute-by-minute CF BNBUSD_RTI price for BNB. For each of these individual minute-by-minute checks, the top 20% and bottom 20% of the cumulative dataset are removed before calculating the average of the remaining values. If the trimmed mean associated with any single minute during the period is above the threshold, the market resolves to Yes. This methodology reduces the impact of extreme price spikes or drops. The measurement period runs from when the market is issued until the specified end time. If CF Benchmarks data is unavailable or incomplete at the expiration time, affected strikes resolve to No. For cryptocurrencies with multiple versions, the Exchange will specify which version or ticker is being tracked.",1800,active,less,1,KXBNBMINMON-BNB-26APR30-54000,"Will BNB trimmed mean be below $540.00 by 11:59 PM ET on Apr 30, 2026?",2026-04-01T16:06:00.914537Z,0,0,1.0,0,0.03,29,Below $540.00,540.0,,,Crypto,KXBNBMINMON,https://kalshi.com/markets/kxbnbminmon/bnb-min-monthly/kxbnbminmon-bnb-26apr30,BNB Min Monthly,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/CRYPTOMINMAXMONTHLY.pdf,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/CRYPTOMINMAXMONTHLY.pdf
True,2026-05-01T03:59:59Z,2026-04-01T16:03:36.179239Z,This market will close and expire early if the price criterion is met.,KXBNBMINMON-BNB-26APR30,2026-05-01T03:59:59Z,2026-05-08T03:59:59Z,,,False,0.0,2026-05-08T03:59:59Z,0,binary,1.0,0.0,Below $530.00,1,0,2026-04-01T16:06:00Z,0.0,0.43,0.33,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,,"If the price of BNB after issuance and through 11:59 PM ET on Apr 30, 2026 is ever below $530.00, then the market resolves to Yes.","At each minute throughout the market duration, a settlement value is calculated using every minute-by-minute CF BNBUSD_RTI price for BNB. For each of these individual minute-by-minute checks, the top 20% and bottom 20% of the cumulative dataset are removed before calculating the average of the remaining values. If the trimmed mean associated with any single minute during the period is above the threshold, the market resolves to Yes. This methodology reduces the impact of extreme price spikes or drops. The measurement period runs from when the market is issued until the specified end time. If CF Benchmarks data is unavailable or incomplete at the expiration time, affected strikes resolve to No. For cryptocurrencies with multiple versions, the Exchange will specify which version or ticker is being tracked.",1800,active,less,1,KXBNBMINMON-BNB-26APR30-53000,"Will BNB trimmed mean be below $530.00 by 11:59 PM ET on Apr 30, 2026?",2026-04-01T16:06:00.914537Z,0,0,1.0,0,0.0,0,Below $530.00,530.0,,,Crypto,KXBNBMINMON,https://kalshi.com/markets/kxbnbminmon/bnb-min-monthly/kxbnbminmon-bnb-26apr30,BNB Min Monthly,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/CRYPTOMINMAXMONTHLY.pdf,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/CRYPTOMINMAXMONTHLY.pdf
True,2026-03-08T21:57:30Z,2025-12-17T23:54:17.205065Z,This market will close and expire early if the election winner is officially declared or certified.,KXTHAILANDHOUSE-26FEB08,2026-02-15T15:00:00Z,2027-02-08T15:00:00Z,Yes,,False,0.01,2027-02-08T15:00:00Z,0,binary,1.0,0.0,United Thai Nation Party,1,5387,2025-12-18T15:00:00Z,0.01,1.0,0.0,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,no,"If the United Thai Nation Party wins the 2026 Thailand House of Representatives election, then the market resolves to Yes.","For parliamentary elections, the party or coalition with the most seats wins. If two parties tie in seats: the one entering government will resolve to Yes and all others to No. If both or neither enter government, the one with the higher share of the vote will resolve to Yes and all others to No. For coalitions/alliances, only those formally registered with electoral authorities before the nomination deadline count, not post-election governing arrangements. Overhang seats, leveling seats, and appointed seats count only if specified. 


The market resolves based on the official certification or declaration by the relevant electoral authority. Contested results are resolved based on the final certified outcome by the appropriate electoral authority or highest court with jurisdiction. In cases of competing claims (two presidents, disputed succession), the individual recognized by the hierarchical majority of Source Agencies prevails. The market remains open until the rescheduled election or two years from the original date, whichever comes first. Repeated postponements count towards the 2-year deadline.  If results are annulled by a court/authority AFTER announcement but BEFORE the winner takes office, the Contract remains open until re-run election or expiration.",1800,finalized,custom,1,KXTHAILANDHOUSE-26FEB08-UTN,Will United Thai Nation Party win the 2026 Thailand House of Representatives election?,2026-03-08T22:27:33.601799Z,0,5397,1.0,0,0.0,0,United Thai Nation Party,,2026-03-08T22:27:33.550878Z,0.0,Elections,KXTHAILANDHOUSE,https://kalshi.com/markets/kxthailandhouse/thailand-house-of-representatives/kxthailandhouse-26feb08,Thailand House of Representatives,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/ELECTION.pdf,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/ELECTION.pdf
True,2026-03-08T21:57:30Z,2025-12-17T23:54:17.205065Z,This market will close and expire early if the election winner is officially declared or certified.,KXTHAILANDHOUSE-26FEB08,2026-02-15T15:00:00Z,2027-02-08T15:00:00Z,Yes,,False,0.02,2027-02-08T15:00:00Z,0,binary,1.0,0.0,Pheu Thai Party,1,15663,2025-12-18T15:00:00Z,0.02,1.0,0.0,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,no,"If the Pheu Thai Party wins the 2026 Thailand House of Representatives election, then the market resolves to Yes.","For parliamentary elections, the party or coalition with the most seats wins. If two parties tie in seats: the one entering government will resolve to Yes and all others to No. If both or neither enter government, the one with the higher share of the vote will resolve to Yes and all others to No. For coalitions/alliances, only those formally registered with electoral authorities before the nomination deadline count, not post-election governing arrangements. Overhang seats, leveling seats, and appointed seats count only if specified. 


The market resolves based on the official certification or declaration by the relevant electoral authority. Contested results are resolved based on the final certified outcome by the appropriate electoral authority or highest court with jurisdiction. In cases of competing claims (two presidents, disputed succession), the individual recognized by the hierarchical majority of Source Agencies prevails. The market remains open until the rescheduled election or two years from the original date, whichever comes first. Repeated postponements count towards the 2-year deadline.  If results are annulled by a court/authority AFTER announcement but BEFORE the winner takes office, the Contract remains open until re-run election or expiration.",1800,finalized,custom,1,KXTHAILANDHOUSE-26FEB08-PTP,Will Pheu Thai Party win the 2026 Thailand House of Representatives election?,2026-03-08T22:27:33.601799Z,0,27300,1.0,0,0.0,0,Pheu Thai Party,,2026-03-08T22:27:33.550878Z,0.0,Elections,KXTHAILANDHOUSE,https://kalshi.com/markets/kxthailandhouse/thailand-house-of-representatives/kxthailandhouse-26feb08,Thailand House of Representatives,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/ELECTION.pdf,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/ELECTION.pdf
True,2026-03-08T21:57:30Z,2025-12-17T23:54:17.205065Z,This market will close and expire early if the election winner is officially declared or certified.,KXTHAILANDHOUSE-26FEB08,2026-02-15T15:00:00Z,2027-02-08T15:00:00Z,Yes,,False,0.01,2027-02-08T15:00:00Z,0,binary,1.0,0.0,Palang Pracharath Party,1,2257,2025-12-18T15:00:00Z,0.01,1.0,0.0,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,no,"If the Palang Pracharath Party wins the 2026 Thailand House of Representatives election, then the market resolves to Yes.","For parliamentary elections, the party or coalition with the most seats wins. If two parties tie in seats: the one entering government will resolve to Yes and all others to No. If both or neither enter government, the one with the higher share of the vote will resolve to Yes and all others to No. For coalitions/alliances, only those formally registered with electoral authorities before the nomination deadline count, not post-election governing arrangements. Overhang seats, leveling seats, and appointed seats count only if specified. 


The market resolves based on the official certification or declaration by the relevant electoral authority. Contested results are resolved based on the final certified outcome by the appropriate electoral authority or highest court with jurisdiction. In cases of competing claims (two presidents, disputed succession), the individual recognized by the hierarchical majority of Source Agencies prevails. The market remains open until the rescheduled election or two years from the original date, whichever comes first. Repeated postponements count towards the 2-year deadline.  If results are annulled by a court/authority AFTER announcement but BEFORE the winner takes office, the Contract remains open until re-run election or expiration.",1800,finalized,custom,1,KXTHAILANDHOUSE-26FEB08-PPRP,Will Palang Pracharath Party win the 2026 Thailand House of Representatives election?,2026-03-08T22:27:33.601799Z,0,2540,1.0,0,0.0,0,Palang Pracharath Party,,2026-03-08T22:27:33.550878Z,0.0,Elections,KXTHAILANDHOUSE,https://kalshi.com/markets/kxthailandhouse/thailand-house-of-representatives/kxthailandhouse-26feb08,Thailand House of Representatives,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/ELECTION.pdf,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/ELECTION.pdf
True,2026-03-08T21:57:30Z,2025-12-17T23:54:17.205065Z,This market will close and expire early if the election winner is officially declared or certified.,KXTHAILANDHOUSE-26FEB08,2026-02-15T15:00:00Z,2027-02-08T15:00:00Z,Yes,,False,0.01,2027-02-08T15:00:00Z,0,binary,1.0,0.0,People's Party,1,38612,2025-12-18T15:00:00Z,0.01,1.0,0.0,linear_cent,"[{'end': '1.0000', 'start': '0.0000', 'step': '0.0100'}]",usd_cent,no,"If the People's Party wins the 2026 Thailand House of Representatives election, then the market resolves to Yes.","For parliamentary elections, the party or coalition with the most seats wins. If two parties tie in seats: the one entering government will resolve to Yes and all others to No. If both or neither enter government, the one with the higher share of the vote will resolve to Yes and all others to No. For coalitions/alliances, only those formally registered with electoral authorities before the nomination deadline count, not post-election governing arrangements. Overhang seats, leveling seats, and appointed seats count only if specified. 


The market resolves based on the official certification or declaration by the relevant electoral authority. Contested results are resolved based on the final certified outcome by the appropriate electoral authority or highest court with jurisdiction. In cases of competing claims (two presidents, disputed succession), the individual recognized by the hierarchical majority of Source Agencies prevails. The market remains open until the rescheduled election or two years from the original date, whichever comes first. Repeated postponements count towards the 2-year deadline.  If results are annulled by a court/authority AFTER announcement but BEFORE the winner takes office, the Contract remains open until re-run election or expiration.",1800,finalized,custom,1,KXTHAILANDHOUSE-26FEB08-PPLE,Will People's Party win the 2026 Thailand House of Representatives election?,2026-03-08T22:27:33.601799Z,0,111988,1.0,0,0.0,0,People's Party,,2026-03-08T22:27:33.550878Z,0.0,Elections,KXTHAILANDHOUSE,https://kalshi.com/markets/kxthailandhouse/thailand-house-of-representatives/kxthailandhouse-26feb08,Thailand House of Representatives,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/ELECTION.pdf,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/ELECTION.pdf
